record_type,domain,graph_id,family_id,family_name,node_id,node_name,node_slug,node_implementation_state,node_directory,support_tier,maturity_state,supported_profiles,evidence_class,node_package_shape,dependency_count,declared_artifact_file_count,artifact_file_count,status_count,statuses,verification_gate_count,verification_gate_types,failure_mode_count,direct_accuracy_threshold,explanation_required,transfer_required,retention_check_days,relationship_type,dependency_id,dependency_name,dependency_slug
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G5A,global_interdependence_migration_and_sustainability_foundations_and_examples,g5a-global-interdependence-migration-and-sustainability-foundations-and-examples,drafted,g5a-global-interdependence-migration-and-sustainability-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G5B,global_interdependence_migration_and_sustainability_classification_and_organization,g5b-global-interdependence-migration-and-sustainability-classification-and-organization,drafted,g5b-global-interdependence-migration-and-sustainability-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G5B,global_interdependence_migration_and_sustainability_classification_and_organization,g5b-global-interdependence-migration-and-sustainability-classification-and-organization,drafted,g5b-global-interdependence-migration-and-sustainability-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G5A,global_interdependence_migration_and_sustainability_foundations_and_examples,g5a-global-interdependence-migration-and-sustainability-foundations-and-examples
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G5C,global_interdependence_migration_and_sustainability_explanation_and_application,g5c-global-interdependence-migration-and-sustainability-explanation-and-application,drafted,g5c-global-interdependence-migration-and-sustainability-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G5C,global_interdependence_migration_and_sustainability_explanation_and_application,g5c-global-interdependence-migration-and-sustainability-explanation-and-application,drafted,g5c-global-interdependence-migration-and-sustainability-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G5B,global_interdependence_migration_and_sustainability_classification_and_organization,g5b-global-interdependence-migration-and-sustainability-classification-and-organization
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6,geospatial_analysis_and_policy_application,g6-geospatial-analysis-and-policy-application,drafted,g6-geospatial-analysis-and-policy-application,Incubation,Drafted,geospatial-policy-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6,geospatial_analysis_and_policy_application,g6-geospatial-analysis-and-policy-application,drafted,g6-geospatial-analysis-and-policy-application,Incubation,Drafted,geospatial-policy-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G5,global_interdependence_migration_and_sustainability,g5-global-interdependence-migration-and-sustainability
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6,geospatial_analysis_and_policy_application,g6-geospatial-analysis-and-policy-application,drafted,g6-geospatial-analysis-and-policy-application,Incubation,Drafted,geospatial-policy-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C4,constitutional_principles_and_public_policy,c4-constitutional-principles-and-public-policy
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6,geospatial_analysis_and_policy_application,g6-geospatial-analysis-and-policy-application,drafted,g6-geospatial-analysis-and-policy-application,Incubation,Drafted,geospatial-policy-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q6,synthesis_argument_and_public_communication,q6-synthesis-argument-and-public-communication
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6A,geospatial_analysis_and_policy_application_foundations_and_examples,g6a-geospatial-analysis-and-policy-application-foundations-and-examples,drafted,g6a-geospatial-analysis-and-policy-application-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6B,geospatial_analysis_and_policy_application_classification_and_organization,g6b-geospatial-analysis-and-policy-application-classification-and-organization,drafted,g6b-geospatial-analysis-and-policy-application-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6B,geospatial_analysis_and_policy_application_classification_and_organization,g6b-geospatial-analysis-and-policy-application-classification-and-organization,drafted,g6b-geospatial-analysis-and-policy-application-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G6A,geospatial_analysis_and_policy_application_foundations_and_examples,g6a-geospatial-analysis-and-policy-application-foundations-and-examples
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6C,geospatial_analysis_and_policy_application_explanation_and_application,g6c-geospatial-analysis-and-policy-application-explanation-and-application,drafted,g6c-geospatial-analysis-and-policy-application-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G6C,geospatial_analysis_and_policy_application_explanation_and_application,g6c-geospatial-analysis-and-policy-application-explanation-and-application,drafted,g6c-geospatial-analysis-and-policy-application-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G6B,geospatial_analysis_and_policy_application_classification_and_organization,g6b-geospatial-analysis-and-policy-application-classification-and-organization
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1,chronology_identity_and_community_memory,h1-chronology-identity-and-community-memory,drafted,h1-chronology-identity-and-community-memory,Incubation,Drafted,history-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1,chronology_identity_and_community_memory,h1-chronology-identity-and-community-memory,drafted,h1-chronology-identity-and-community-memory,Incubation,Drafted,history-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q1,observe_describe_and_question,q1-observe-describe-and-question
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1A,chronology_identity_and_community_memory_foundations_and_examples,h1a-chronology-identity-and-community-memory-foundations-and-examples,drafted,h1a-chronology-identity-and-community-memory-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1B,chronology_identity_and_community_memory_classification_and_organization,h1b-chronology-identity-and-community-memory-classification-and-organization,drafted,h1b-chronology-identity-and-community-memory-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1B,chronology_identity_and_community_memory_classification_and_organization,h1b-chronology-identity-and-community-memory-classification-and-organization,drafted,h1b-chronology-identity-and-community-memory-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H1A,chronology_identity_and_community_memory_foundations_and_examples,h1a-chronology-identity-and-community-memory-foundations-and-examples
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1C,chronology_identity_and_community_memory_explanation_and_application,h1c-chronology-identity-and-community-memory-explanation-and-application,drafted,h1c-chronology-identity-and-community-memory-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1C,chronology_identity_and_community_memory_explanation_and_application,h1c-chronology-identity-and-community-memory-explanation-and-application,drafted,h1c-chronology-identity-and-community-memory-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H1B,chronology_identity_and_community_memory_classification_and_organization,h1b-chronology-identity-and-community-memory-classification-and-organization
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1D,chronology_identity_and_community_memory_transfer_and_contextual_use,h1d-chronology-identity-and-community-memory-transfer-and-contextual-use,drafted,h1d-chronology-identity-and-community-memory-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H1D,chronology_identity_and_community_memory_transfer_and_contextual_use,h1d-chronology-identity-and-community-memory-transfer-and-contextual-use,drafted,h1d-chronology-identity-and-community-memory-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H1C,chronology_identity_and_community_memory_explanation_and_application,h1c-chronology-identity-and-community-memory-explanation-and-application
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2,historical_sources_and_past_present_comparison,h2-historical-sources-and-past-present-comparison,drafted,h2-historical-sources-and-past-present-comparison,Incubation,Drafted,history-comparison-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2,historical_sources_and_past_present_comparison,h2-historical-sources-and-past-present-comparison,drafted,h2-historical-sources-and-past-present-comparison,Incubation,Drafted,history-comparison-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H1,chronology_identity_and_community_memory,h1-chronology-identity-and-community-memory
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2,historical_sources_and_past_present_comparison,h2-historical-sources-and-past-present-comparison,drafted,h2-historical-sources-and-past-present-comparison,Incubation,Drafted,history-comparison-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q2,compare_classify_and_sequence_evidence,q2-compare-classify-and-sequence-evidence
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2A,historical_sources_and_past_present_comparison_foundations_and_examples,h2a-historical-sources-and-past-present-comparison-foundations-and-examples,drafted,h2a-historical-sources-and-past-present-comparison-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2B,historical_sources_and_past_present_comparison_classification_and_organization,h2b-historical-sources-and-past-present-comparison-classification-and-organization,drafted,h2b-historical-sources-and-past-present-comparison-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2B,historical_sources_and_past_present_comparison_classification_and_organization,h2b-historical-sources-and-past-present-comparison-classification-and-organization,drafted,h2b-historical-sources-and-past-present-comparison-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H2A,historical_sources_and_past_present_comparison_foundations_and_examples,h2a-historical-sources-and-past-present-comparison-foundations-and-examples
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2C,historical_sources_and_past_present_comparison_explanation_and_application,h2c-historical-sources-and-past-present-comparison-explanation-and-application,drafted,h2c-historical-sources-and-past-present-comparison-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2C,historical_sources_and_past_present_comparison_explanation_and_application,h2c-historical-sources-and-past-present-comparison-explanation-and-application,drafted,h2c-historical-sources-and-past-present-comparison-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H2B,historical_sources_and_past_present_comparison_classification_and_organization,h2b-historical-sources-and-past-present-comparison-classification-and-organization
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2D,historical_sources_and_past_present_comparison_transfer_and_contextual_use,h2d-historical-sources-and-past-present-comparison-transfer-and-contextual-use,drafted,h2d-historical-sources-and-past-present-comparison-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H2D,historical_sources_and_past_present_comparison_transfer_and_contextual_use,h2d-historical-sources-and-past-present-comparison-transfer-and-contextual-use,drafted,h2d-historical-sources-and-past-present-comparison-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H2C,historical_sources_and_past_present_comparison_explanation_and_application,h2c-historical-sources-and-past-present-comparison-explanation-and-application
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3,causation_context_and_change_over_time,h3-causation-context-and-change-over-time,drafted,h3-causation-context-and-change-over-time,Incubation,Drafted,history-causation-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3,causation_context_and_change_over_time,h3-causation-context-and-change-over-time,drafted,h3-causation-context-and-change-over-time,Incubation,Drafted,history-causation-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H2,historical_sources_and_past_present_comparison,h2-historical-sources-and-past-present-comparison
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3,causation_context_and_change_over_time,h3-causation-context-and-change-over-time,drafted,h3-causation-context-and-change-over-time,Incubation,Drafted,history-causation-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q3,supported_explanation_from_evidence,q3-supported-explanation-from-evidence
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3A,causation_context_and_change_over_time_foundations_and_examples,h3a-causation-context-and-change-over-time-foundations-and-examples,drafted,h3a-causation-context-and-change-over-time-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3B,causation_context_and_change_over_time_classification_and_organization,h3b-causation-context-and-change-over-time-classification-and-organization,drafted,h3b-causation-context-and-change-over-time-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3B,causation_context_and_change_over_time_classification_and_organization,h3b-causation-context-and-change-over-time-classification-and-organization,drafted,h3b-causation-context-and-change-over-time-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H3A,causation_context_and_change_over_time_foundations_and_examples,h3a-causation-context-and-change-over-time-foundations-and-examples
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3C,causation_context_and_change_over_time_explanation_and_application,h3c-causation-context-and-change-over-time-explanation-and-application,drafted,h3c-causation-context-and-change-over-time-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3C,causation_context_and_change_over_time_explanation_and_application,h3c-causation-context-and-change-over-time-explanation-and-application,drafted,h3c-causation-context-and-change-over-time-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H3B,causation_context_and_change_over_time_classification_and_organization,h3b-causation-context-and-change-over-time-classification-and-organization
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3D,causation_context_and_change_over_time_transfer_and_contextual_use,h3d-causation-context-and-change-over-time-transfer-and-contextual-use,drafted,h3d-causation-context-and-change-over-time-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H3D,causation_context_and_change_over_time_transfer_and_contextual_use,h3d-causation-context-and-change-over-time-transfer-and-contextual-use,drafted,h3d-causation-context-and-change-over-time-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H3C,causation_context_and_change_over_time_explanation_and_application,h3c-causation-context-and-change-over-time-explanation-and-application
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4,sourcing_corroboration_and_historical_argument,h4-sourcing-corroboration-and-historical-argument,drafted,h4-sourcing-corroboration-and-historical-argument,Incubation,Drafted,history-argument-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4,sourcing_corroboration_and_historical_argument,h4-sourcing-corroboration-and-historical-argument,drafted,h4-sourcing-corroboration-and-historical-argument,Incubation,Drafted,history-argument-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H3,causation_context_and_change_over_time,h3-causation-context-and-change-over-time
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4,sourcing_corroboration_and_historical_argument,h4-sourcing-corroboration-and-historical-argument,drafted,h4-sourcing-corroboration-and-historical-argument,Incubation,Drafted,history-argument-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q4,investigation_design_representation_and_data_use,q4-investigation-design-representation-and-data-use
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4A,sourcing_corroboration_and_historical_argument_foundations_and_examples,h4a-sourcing-corroboration-and-historical-argument-foundations-and-examples,drafted,h4a-sourcing-corroboration-and-historical-argument-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4B,sourcing_corroboration_and_historical_argument_classification_and_organization,h4b-sourcing-corroboration-and-historical-argument-classification-and-organization,drafted,h4b-sourcing-corroboration-and-historical-argument-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4B,sourcing_corroboration_and_historical_argument_classification_and_organization,h4b-sourcing-corroboration-and-historical-argument-classification-and-organization,drafted,h4b-sourcing-corroboration-and-historical-argument-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H4A,sourcing_corroboration_and_historical_argument_foundations_and_examples,h4a-sourcing-corroboration-and-historical-argument-foundations-and-examples
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4C,sourcing_corroboration_and_historical_argument_explanation_and_application,h4c-sourcing-corroboration-and-historical-argument-explanation-and-application,drafted,h4c-sourcing-corroboration-and-historical-argument-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4C,sourcing_corroboration_and_historical_argument_explanation_and_application,h4c-sourcing-corroboration-and-historical-argument-explanation-and-application,drafted,h4c-sourcing-corroboration-and-historical-argument-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H4B,sourcing_corroboration_and_historical_argument_classification_and_organization,h4b-sourcing-corroboration-and-historical-argument-classification-and-organization
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4D,sourcing_corroboration_and_historical_argument_transfer_and_contextual_use,h4d-sourcing-corroboration-and-historical-argument-transfer-and-contextual-use,drafted,h4d-sourcing-corroboration-and-historical-argument-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H4D,sourcing_corroboration_and_historical_argument_transfer_and_contextual_use,h4d-sourcing-corroboration-and-historical-argument-transfer-and-contextual-use,drafted,h4d-sourcing-corroboration-and-historical-argument-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H4C,sourcing_corroboration_and_historical_argument_explanation_and_application,h4c-sourcing-corroboration-and-historical-argument-explanation-and-application
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H5,thematic_historical_analysis_and_periodization,h5-thematic-historical-analysis-and-periodization,drafted,h5-thematic-historical-analysis-and-periodization,Incubation,Drafted,history-periodization-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H5,thematic_historical_analysis_and_periodization,h5-thematic-historical-analysis-and-periodization,drafted,h5-thematic-historical-analysis-and-periodization,Incubation,Drafted,history-periodization-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,H4,sourcing_corroboration_and_historical_argument,h4-sourcing-corroboration-and-historical-argument
dependency,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H5,thematic_historical_analysis_and_periodization,h5-thematic-historical-analysis-and-periodization,drafted,h5-thematic-historical-analysis-and-periodization,Incubation,Drafted,history-periodization-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q5,evaluation_of_sources_models_and_claims,q5-evaluation-of-sources-models-and-claims
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H5A,thematic_historical_analysis_and_periodization_foundations_and_examples,h5a-thematic-historical-analysis-and-periodization-foundations-and-examples,drafted,h5a-thematic-historical-analysis-and-periodization-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,H,history_and_source_reasoning,H5B,thematic_historical_analysis_and_periodization_classification_and_organization,h5b-thematic-historical-analysis-and-periodization-classification-and-organization,drafted,h5b-thematic-historical-analysis-and-periodization-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
