record_type,domain,graph_id,family_id,family_name,node_id,node_name,node_slug,node_implementation_state,node_directory,support_tier,maturity_state,supported_profiles,evidence_class,node_package_shape,dependency_count,declared_artifact_file_count,artifact_file_count,status_count,statuses,verification_gate_count,verification_gate_types,failure_mode_count,direct_accuracy_threshold,explanation_required,transfer_required,retention_check_days,relationship_type,dependency_id,dependency_name,dependency_slug
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F1,fraction_structure,f1-fraction-structure,implemented,f1-fraction-structure,Core release,Drafted,downstream-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,DEPENDS_ON,R2,unit_fraction_readiness,r2-unit-fraction-readiness
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F1,fraction_structure,f1-fraction-structure,implemented,f1-fraction-structure,Core release,Drafted,downstream-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,DEPENDS_ON,R3,symbol_preparation,r3-symbol-preparation
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F2,equivalent_fractions,f2-equivalent-fractions,implemented,f2-equivalent-fractions,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F2,equivalent_fractions,f2-equivalent-fractions,implemented,f2-equivalent-fractions,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,DEPENDS_ON,F1,fraction_structure,f1-fraction-structure
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F3,compare_fractions,f3-compare-fractions,implemented,f3-compare-fractions,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F3,compare_fractions,f3-compare-fractions,implemented,f3-compare-fractions,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,DEPENDS_ON,F1,fraction_structure,f1-fraction-structure
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F3,compare_fractions,f3-compare-fractions,implemented,f3-compare-fractions,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,DEPENDS_ON,F2,equivalent_fractions,f2-equivalent-fractions
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F4,add_subtract_like_denominator_fractions,f4-add-subtract-like-denominator-fractions,implemented,f4-like-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F4,add_subtract_like_denominator_fractions,f4-add-subtract-like-denominator-fractions,implemented,f4-like-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,DEPENDS_ON,F1,fraction_structure,f1-fraction-structure
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F4,add_subtract_like_denominator_fractions,f4-add-subtract-like-denominator-fractions,implemented,f4-like-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,DEPENDS_ON,F3,compare_fractions,f3-compare-fractions
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F5,add_subtract_unlike_denominator_fractions,f5-add-subtract-unlike-denominator-fractions,implemented,f5-unlike-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,5,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F5,add_subtract_unlike_denominator_fractions,f5-add-subtract-unlike-denominator-fractions,implemented,f5-unlike-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,5,0.9,true,true,21,DEPENDS_ON,F2,equivalent_fractions,f2-equivalent-fractions
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F5,add_subtract_unlike_denominator_fractions,f5-add-subtract-unlike-denominator-fractions,implemented,f5-unlike-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,5,0.9,true,true,21,DEPENDS_ON,F3,compare_fractions,f3-compare-fractions
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F5,add_subtract_unlike_denominator_fractions,f5-add-subtract-unlike-denominator-fractions,implemented,f5-unlike-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,5,0.9,true,true,21,DEPENDS_ON,F4,add_subtract_like_denominator_fractions,f4-add-subtract-like-denominator-fractions
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F5,add_subtract_unlike_denominator_fractions,f5-add-subtract-unlike-denominator-fractions,implemented,f5-unlike-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,5,0.9,true,true,21,DEPENDS_ON,F6,fraction_magnitude_beyond_one_whole,f6-fraction-magnitude-beyond-one-whole
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F6,fraction_magnitude_beyond_one_whole,f6-fraction-magnitude-beyond-one-whole,implemented,f6-fraction-magnitude-beyond-one-whole,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,1,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F6,fraction_magnitude_beyond_one_whole,f6-fraction-magnitude-beyond-one-whole,implemented,f6-fraction-magnitude-beyond-one-whole,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,1,13,14,0,,0,,0,,,,,DEPENDS_ON,F3,compare_fractions,f3-compare-fractions
node,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q1,ratio_as_multiplicative_comparison,q1-ratio-as-multiplicative-comparison,implemented,q1-ratio-as-multiplicative-comparison,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q1,ratio_as_multiplicative_comparison,q1-ratio-as-multiplicative-comparison,implemented,q1-ratio-as-multiplicative-comparison,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,F6,fraction_magnitude_beyond_one_whole,f6-fraction-magnitude-beyond-one-whole
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q1,ratio_as_multiplicative_comparison,q1-ratio-as-multiplicative-comparison,implemented,q1-ratio-as-multiplicative-comparison,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,T4,multiplicative_comparison_and_scaling,t4-multiplicative-comparison-and-scaling
node,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q2,unit_rate_reasoning,q2-unit-rate-reasoning,implemented,q2-unit-rate-reasoning,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q2,unit_rate_reasoning,q2-unit-rate-reasoning,implemented,q2-unit-rate-reasoning,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,Q1,ratio_as_multiplicative_comparison,q1-ratio-as-multiplicative-comparison
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q2,unit_rate_reasoning,q2-unit-rate-reasoning,implemented,q2-unit-rate-reasoning,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,M14,unit_conversion_within_measurement_systems,m14-unit-conversion-within-measurement-systems
node,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q3,proportional_relationships,q3-proportional-relationships,implemented,q3-proportional-relationships,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q3,proportional_relationships,q3-proportional-relationships,implemented,q3-proportional-relationships,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,Q2,unit_rate_reasoning,q2-unit-rate-reasoning
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q3,proportional_relationships,q3-proportional-relationships,implemented,q3-proportional-relationships,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,T4,multiplicative_comparison_and_scaling,t4-multiplicative-comparison-and-scaling
node,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q4,percent_as_rate_per_hundred,q4-percent-as-rate-per-hundred,implemented,q4-percent-as-rate-per-hundred,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q4,percent_as_rate_per_hundred,q4-percent-as-rate-per-hundred,implemented,q4-percent-as-rate-per-hundred,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,Q2,unit_rate_reasoning,q2-unit-rate-reasoning
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q4,percent_as_rate_per_hundred,q4-percent-as-rate-per-hundred,implemented,q4-percent-as-rate-per-hundred,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,F2,equivalent_fractions,f2-equivalent-fractions
dependency,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,Q4,percent_as_rate_per_hundred,q4-percent-as-rate-per-hundred,implemented,q4-percent-as-rate-per-hundred,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,S1,signed_number_meaning,s1-signed-number-meaning,implemented,s1-signed-number-meaning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,S1,signed_number_meaning,s1-signed-number-meaning,implemented,s1-signed-number-meaning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,F3,compare_fractions,f3-compare-fractions
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,S2,signed_number_operations,s2-signed-number-operations,implemented,s2-signed-number-operations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,S2,signed_number_operations,s2-signed-number-operations,implemented,s2-signed-number-operations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,S1,signed_number_meaning,s1-signed-number-meaning
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,E1,one_step_equations,e1-one-step-equations,implemented,e1-one-step-equations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,E1,one_step_equations,e1-one-step-equations,implemented,e1-one-step-equations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,S2,signed_number_operations,s2-signed-number-operations
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,E2,multi_step_equations,e2-multi-step-equations,implemented,e2-multi-step-equations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,E2,multi_step_equations,e2-multi-step-equations,implemented,e2-multi-step-equations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,E1,one_step_equations,e1-one-step-equations
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,E3,variables_both_sides,e3-variables-both-sides,implemented,e3-variables-on-both-sides,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,28,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,E3,variables_both_sides,e3-variables-both-sides,implemented,e3-variables-on-both-sides,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,28,DEPENDS_ON,E2,multi_step_equations,e2-multi-step-equations
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A1,variable_expressions_and_substitution,a1-variable-expressions-and-substitution,implemented,a1-variable-expressions-and-substitution,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A1,variable_expressions_and_substitution,a1-variable-expressions-and-substitution,implemented,a1-variable-expressions-and-substitution,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,S2,signed_number_operations,s2-signed-number-operations
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A1,variable_expressions_and_substitution,a1-variable-expressions-and-substitution,implemented,a1-variable-expressions-and-substitution,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,E1,one_step_equations,e1-one-step-equations
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A2,distributive_reasoning_and_combining_like_terms,a2-distributive-reasoning-and-combining-like-terms,implemented,a2-distributive-reasoning-and-combining-like-terms,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A2,distributive_reasoning_and_combining_like_terms,a2-distributive-reasoning-and-combining-like-terms,implemented,a2-distributive-reasoning-and-combining-like-terms,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,A1,variable_expressions_and_substitution,a1-variable-expressions-and-substitution
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A2,distributive_reasoning_and_combining_like_terms,a2-distributive-reasoning-and-combining-like-terms,implemented,a2-distributive-reasoning-and-combining-like-terms,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,T6,multidigit_multiplication_structure,t6-multidigit-multiplication-structure
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A3,inequalities_and_solution_sets,a3-inequalities-and-solution-sets,implemented,a3-inequalities-and-solution-sets,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A3,inequalities_and_solution_sets,a3-inequalities-and-solution-sets,implemented,a3-inequalities-and-solution-sets,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,E1,one_step_equations,e1-one-step-equations
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A3,inequalities_and_solution_sets,a3-inequalities-and-solution-sets,implemented,a3-inequalities-and-solution-sets,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,S1,signed_number_meaning,s1-signed-number-meaning
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A3,inequalities_and_solution_sets,a3-inequalities-and-solution-sets,implemented,a3-inequalities-and-solution-sets,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,L4,fraction_locations_on_number_line,l4-fraction-locations-on-number-line
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A4,coordinate_plane_and_ordered_pairs,a4-coordinate-plane-and-ordered-pairs,implemented,a4-coordinate-plane-and-ordered-pairs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A4,coordinate_plane_and_ordered_pairs,a4-coordinate-plane-and-ordered-pairs,implemented,a4-coordinate-plane-and-ordered-pairs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,S1,signed_number_meaning,s1-signed-number-meaning
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A4,coordinate_plane_and_ordered_pairs,a4-coordinate-plane-and-ordered-pairs,implemented,a4-coordinate-plane-and-ordered-pairs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,G2,position_direction_and_spatial_language,g2-position-direction-and-spatial-language
node,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A5,linear_relationship_tables_and_graphs,a5-linear-relationship-tables-and-graphs,implemented,a5-linear-relationship-tables-and-graphs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A5,linear_relationship_tables_and_graphs,a5-linear-relationship-tables-and-graphs,implemented,a5-linear-relationship-tables-and-graphs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,A1,variable_expressions_and_substitution,a1-variable-expressions-and-substitution
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A5,linear_relationship_tables_and_graphs,a5-linear-relationship-tables-and-graphs,implemented,a5-linear-relationship-tables-and-graphs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,A4,coordinate_plane_and_ordered_pairs,a4-coordinate-plane-and-ordered-pairs
dependency,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,A5,linear_relationship_tables_and_graphs,a5-linear-relationship-tables-and-graphs,implemented,a5-linear-relationship-tables-and-graphs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,Q3,proportional_relationships,q3-proportional-relationships
node,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J1,rational_number_addition_and_subtraction,j1-rational-number-addition-and-subtraction,implemented,j1-rational-number-addition-and-subtraction,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J1,rational_number_addition_and_subtraction,j1-rational-number-addition-and-subtraction,implemented,j1-rational-number-addition-and-subtraction,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,F5,add_subtract_unlike_denominator_fractions,f5-add-subtract-unlike-denominator-fractions
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J1,rational_number_addition_and_subtraction,j1-rational-number-addition-and-subtraction,implemented,j1-rational-number-addition-and-subtraction,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,X4,fraction_decimal_benchmark_connections,x4-fraction-decimal-benchmark-connections
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J1,rational_number_addition_and_subtraction,j1-rational-number-addition-and-subtraction,implemented,j1-rational-number-addition-and-subtraction,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,S2,signed_number_operations,s2-signed-number-operations
node,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J2,rational_number_multiplication_and_division,j2-rational-number-multiplication-and-division,implemented,j2-rational-number-multiplication-and-division,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J2,rational_number_multiplication_and_division,j2-rational-number-multiplication-and-division,implemented,j2-rational-number-multiplication-and-division,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,J1,rational_number_addition_and_subtraction,j1-rational-number-addition-and-subtraction
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J2,rational_number_multiplication_and_division,j2-rational-number-multiplication-and-division,implemented,j2-rational-number-multiplication-and-division,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,Q2,unit_rate_reasoning,q2-unit-rate-reasoning
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J2,rational_number_multiplication_and_division,j2-rational-number-multiplication-and-division,implemented,j2-rational-number-multiplication-and-division,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,T4,multiplicative_comparison_and_scaling,t4-multiplicative-comparison-and-scaling
node,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J3,signed_rational_number_fluency_and_order,j3-signed-rational-number-fluency-and-order,implemented,j3-signed-rational-number-fluency-and-order,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J3,signed_rational_number_fluency_and_order,j3-signed-rational-number-fluency-and-order,implemented,j3-signed-rational-number-fluency-and-order,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,J1,rational_number_addition_and_subtraction,j1-rational-number-addition-and-subtraction
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J3,signed_rational_number_fluency_and_order,j3-signed-rational-number-fluency-and-order,implemented,j3-signed-rational-number-fluency-and-order,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,J2,rational_number_multiplication_and_division,j2-rational-number-multiplication-and-division
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J3,signed_rational_number_fluency_and_order,j3-signed-rational-number-fluency-and-order,implemented,j3-signed-rational-number-fluency-and-order,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,S1,signed_number_meaning,s1-signed-number-meaning
node,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J4,numerical_expressions_and_absolute_value,j4-numerical-expressions-and-absolute-value,implemented,j4-numerical-expressions-and-absolute-value,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J4,numerical_expressions_and_absolute_value,j4-numerical-expressions-and-absolute-value,implemented,j4-numerical-expressions-and-absolute-value,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,J3,signed_rational_number_fluency_and_order,j3-signed-rational-number-fluency-and-order
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J4,numerical_expressions_and_absolute_value,j4-numerical-expressions-and-absolute-value,implemented,j4-numerical-expressions-and-absolute-value,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,A1,variable_expressions_and_substitution,a1-variable-expressions-and-substitution
node,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J5,percent_change_discount_tax_and_markup,j5-percent-change-discount-tax-and-markup,implemented,j5-percent-change-discount-tax-and-markup,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J5,percent_change_discount_tax_and_markup,j5-percent-change-discount-tax-and-markup,implemented,j5-percent-change-discount-tax-and-markup,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,Q4,percent_as_rate_per_hundred,q4-percent-as-rate-per-hundred
dependency,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,J5,percent_change_discount_tax_and_markup,j5-percent-change-discount-tax-and-markup,implemented,j5-percent-change-discount-tax-and-markup,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,J2,rational_number_multiplication_and_division,j2-rational-number-multiplication-and-division
